OBS_TIME_LOC,PRCP,VOID_FLAG
2019-09-04 21:29:36,6.0,N
2019-09-05 00:29:37,6.0,N
2019-09-05 03:29:36,6.0,N
2019-09-05 06:29:36,6.0,N
2019-09-05 09:29:36,6.0,N
2019-09-05 09:29:39,38.0,Y
2019-09-05 12:29:37,6.0,N
2019-09-05 15:29:37,6.0,N
2019-09-05 18:29:36,6.0,N
2019-09-05 21:29:36,6.0,N
2019-09-06 00:29:36,6.0,N
2019-09-06 03:29:37,6.0,N
2019-09-06 03:29:39,1038.0,Y
2019-09-06 06:29:37,6.0,N
2019-09-06 09:29:36,6.0,N
2019-09-06 12:29:37,6.0,N
2019-09-06 15:29:36,6.0,N
2019-09-06 18:29:36,6.0,N
2019-09-06 18:29:39,7.0,Y
2019-09-06 21:29:36,6.0,N
2019-09-07 00:29:36,6.0,N
2019-09-07 03:29:36,6.0,N
2019-09-07 06:29:37,6.0,N
2019-09-07 09:29:36,6.0,N
2019-09-07 12:29:36,6.0,N
2019-09-07 15:29:36,6.0,N
2019-09-07 18:29:36,6.0,N
2019-09-07 21:29:36,6.0,N
2019-09-08 00:29:37,6.0,N
2019-09-08 03:29:36,6.0,N
2019-09-08 06:29:36,6.0,N
2019-09-08 06:29:39,38.0,Y
2019-09-08 09:29:36,6.0,N
2019-09-08 12:29:36,6.0,N
2019-09-08 15:29:38,6.0,N
2019-09-08 18:29:35,6.0,N
2019-09-08 21:29:36,6.0,N
2019-09-09 00:29:36,6.0,N
2019-09-09 03:29:35,6.0,N
2019-09-09 06:29:36,6.0,N
2019-09-09 09:29:36,6.0,N
2019-09-09 12:29:36,6.0,N
2019-09-09 15:29:35,6.0,N
2019-09-09 18:29:35,6.0,N
2019-09-09 21:29:36,6.0,N
2019-09-10 00:29:36,6.0,N
2019-09-10 03:29:35,6.0,N
2019-09-10 06:29:36,6.0,N
2019-09-10 09:29:35,6.0,N
2019-09-10 12:29:35,6.0,N
2019-09-10 15:29:35,6.0,N
2019-09-10 18:29:35,6.0,N
2019-09-10 21:29:35,6.0,N
2019-09-11 00:29:35,6.0,N
2019-09-11 01:34:55,7.0,N
2019-09-11 03:29:35,7.0,N
2019-09-11 05:52:23,8.0,N
2019-09-11 06:29:35,8.0,N
2019-09-11 09:29:35,8.0,N
2019-09-11 12:30:22,8.0,N
2019-09-11 15:29:35,8.0,N
2019-09-11 18:29:36,8.0,N
2019-09-11 21:29:34,8.0,N
2019-09-12 00:29:35,8.0,N
2019-09-12 03:29:35,8.0,N
2019-09-12 06:29:35,8.0,N
2019-09-12 09:29:39,8.0,N
2019-09-12 12:30:28,8.0,N
2019-09-12 15:29:35,8.0,N
2019-09-12 18:29:35,8.0,N
2019-09-12 21:29:36,8.0,N
2019-09-13 00:29:35,8.0,N
2019-09-13 03:29:34,8.0,N
2019-09-13 06:29:35,8.0,N
2019-09-13 09:29:34,8.0,N
2019-09-13 12:29:35,8.0,N
2019-09-13 15:29:35,8.0,N
2019-09-13 18:29:35,8.0,N
2019-09-13 21:29:34,8.0,N
2019-09-14 00:29:35,8.0,N
2019-09-14 03:29:35,8.0,N
2019-09-14 06:29:39,8.0,N
2019-09-14 12:29:35,8.0,N
2019-09-14 15:29:36,8.0,N
2019-09-14 18:29:35,8.0,N
2019-09-14 18:29:36,1032.0,Y
2019-09-14 21:29:36,8.0,N
2019-09-15 00:29:35,8.0,N
2019-09-15 03:29:36,40.0,Y
2019-09-15 03:29:44,1088.0,Y
2019-09-15 06:29:35,8.0,N
2019-09-15 06:29:37,9.0,Y
2019-09-15 09:29:35,8.0,N
2019-09-15 12:29:35,8.0,N
2019-09-15 15:29:35,8.0,N
2019-09-15 18:29:35,8.0,N
2019-09-15 18:29:38,10.0,Y
2019-09-15 21:29:36,8.0,N
2019-09-16 00:29:33,8.0,N
2019-09-16 00:29:36,1036.0,Y
2019-09-16 03:29:33,8.0,N
2019-09-16 03:29:37,1032.0,Y
2019-09-16 06:29:34,8.0,N
2019-09-16 09:29:34,8.0,N
2019-09-16 12:29:34,8.0,N
2019-09-16 15:29:34,8.0,N
2019-09-16 18:29:34,8.0,N
2019-09-16 21:29:33,8.0,N
2019-09-16 21:29:36,0.0,Y
2019-09-17 00:29:33,8.0,N
2019-09-17 03:29:33,8.0,N
2019-09-17 06:29:34,8.0,N
2019-09-17 09:29:34,8.0,N
2019-09-17 12:29:35,8.0,N
2019-09-17 15:29:35,8.0,N
2019-09-17 18:29:34,8.0,N
2019-09-17 18:31:24,9.0,N
2019-09-17 21:29:34,9.0,N
2019-09-17 21:29:35,1035.0,Y
2019-09-18 00:29:34,9.0,N
2019-09-18 03:29:33,9.0,N
2019-09-18 06:29:33,9.0,N
2019-09-18 09:29:33,9.0,N
2019-09-18 12:29:33,9.0,N
2019-09-18 15:29:34,9.0,N
2019-09-18 18:29:33,9.0,N
2019-09-18 21:29:33,9.0,N
2019-09-19 00:29:33,9.0,N
2019-09-19 03:29:32,9.0,N
2019-09-19 06:29:33,9.0,N
2019-09-19 09:29:33,9.0,N
2019-09-19 12:29:33,9.0,N
2019-09-19 12:29:35,41.0,Y
2019-09-19 15:29:33,9.0,N
2019-09-19 18:29:33,9.0,N
2019-09-19 21:29:32,9.0,N
2019-09-20 00:29:32,9.0,N
2019-09-20 03:29:33,9.0,N
2019-09-20 06:11:55,10.0,N
2019-09-20 06:29:33,10.0,N
2019-09-20 09:29:33,10.0,N
2019-09-20 12:29:33,10.0,N
2019-09-20 15:29:33,10.0,N
2019-09-20 21:29:34,10.0,N
2019-09-21 00:29:33,10.0,N
2019-09-21 03:29:33,10.0,N
2019-09-21 03:29:34,1034.0,Y
2019-09-21 06:29:33,10.0,N
2019-09-21 09:29:33,10.0,N
2019-09-21 09:35:55,11.0,N
2019-09-21 12:29:32,11.0,N
2019-09-21 15:29:33,11.0,N
2019-09-21 18:29:32,11.0,N
2019-09-21 21:29:32,11.0,N
2019-09-22 00:29:32,11.0,N
2019-09-22 03:29:32,11.0,N
2019-09-22 06:29:34,11.0,N
2019-09-22 09:29:32,11.0,N
2019-09-22 12:29:33,11.0,N
2019-09-22 15:29:32,11.0,N
2019-09-22 18:29:32,11.0,N
2019-09-22 21:29:34,11.0,N
2019-09-23 00:29:33,11.0,N
2019-09-23 03:29:32,11.0,N
2019-09-23 06:29:33,11.0,N
2019-09-23 09:29:32,11.0,N
2019-09-23 12:29:32,11.0,N
2019-09-23 15:29:32,11.0,N
2019-09-23 18:29:32,11.0,N
2019-09-23 21:29:32,11.0,N
2019-09-24 00:29:32,11.0,N
2019-09-24 03:29:32,11.0,N
2019-09-24 06:29:32,11.0,N
2019-09-24 09:29:31,11.0,N
2019-09-24 12:29:31,11.0,N
2019-09-24 15:29:31,11.0,N
2019-09-24 18:29:33,11.0,N
2019-09-24 21:29:32,11.0,N
2019-09-25 00:29:32,11.0,N
2019-09-25 03:29:31,11.0,N
2019-09-25 06:29:31,11.0,N
2019-09-25 09:29:32,11.0,N
2019-09-25 12:29:31,11.0,N
2019-09-25 15:29:31,11.0,N
2019-09-25 18:29:31,11.0,N
2019-09-25 21:29:31,11.0,N
2019-09-26 00:29:31,11.0,N
2019-09-26 03:29:31,11.0,N
2019-09-26 06:29:31,11.0,N
2019-09-26 09:29:33,11.0,N
2019-09-26 12:29:31,11.0,N
2019-09-26 18:29:32,11.0,N
2019-09-26 21:29:33,11.0,N
2019-09-27 00:29:32,11.0,N
2019-09-27 03:29:30,11.0,N
2019-09-27 06:29:31,11.0,N
2019-09-27 09:29:33,11.0,N
2019-09-27 12:29:33,11.0,N
2019-09-27 15:29:31,11.0,N
2019-09-27 18:29:30,11.0,N
2019-09-27 21:29:31,11.0,N
2019-09-28 00:29:30,11.0,N
2019-09-28 03:29:30,11.0,N
2019-09-28 06:29:30,11.0,N
2019-09-28 06:29:32,43.0,Y
2019-09-28 09:29:29,11.0,N
2019-09-28 15:29:30,11.0,N
2019-09-28 18:29:29,11.0,N
2019-09-28 21:29:30,11.0,N
2019-09-29 00:29:30,11.0,N
2019-09-29 03:29:30,11.0,N
2019-09-29 06:29:29,11.0,N
2019-09-29 09:29:31,11.0,N
2019-09-29 12:29:30,11.0,N
2019-09-29 15:29:30,11.0,N
2019-09-29 18:29:30,11.0,N
2019-09-29 21:29:29,11.0,N
2019-09-30 00:29:31,27.0,Y
2019-09-30 00:29:32,11.0,N
2019-09-30 03:29:29,11.0,N
2019-09-30 06:29:30,11.0,N
2019-09-30 09:29:29,11.0,N
2019-09-30 12:29:30,11.0,N
2019-09-30 15:29:30,11.0,N
2019-09-30 18:29:29,11.0,N
2019-09-30 21:29:29,11.0,N
2019-10-01 00:29:29,11.0,N
2019-10-01 03:29:30,11.0,N
2019-10-01 06:29:28,11.0,N
2019-10-01 09:29:29,11.0,N
2019-10-01 09:29:32,1035.0,Y
2019-10-01 12:29:29,11.0,N
2019-10-01 15:29:30,11.0,N
2019-10-01 18:29:29,11.0,N
2019-10-01 21:29:29,11.0,N
2019-10-02 00:29:29,11.0,N
2019-10-02 03:29:28,11.0,N
2019-10-02 06:29:28,11.0,N
2019-10-02 09:29:30,11.0,N
2019-10-02 12:29:29,11.0,N
2019-10-02 12:29:31,523.0,Y
2019-10-02 15:29:29,11.0,N
2019-10-02 18:29:28,11.0,N
2019-10-02 21:29:31,7.0,Y
2019-10-02 21:29:32,15.0,Y
2019-10-03 00:29:30,11.0,N
2019-10-03 03:29:30,11.0,N
2019-10-03 06:29:30,11.0,N
2019-10-03 09:29:30,11.0,N
2019-10-03 12:29:31,11.0,N
2019-10-03 15:29:29,11.0,N
2019-10-03 18:29:28,11.0,N
2019-10-03 21:29:28,11.0,N
2019-10-04 00:29:30,11.0,N
2019-10-04 03:29:32,11.0,N
2019-10-04 06:29:30,11.0,N
2019-10-04 09:29:31,11.0,N
2019-10-04 12:29:29,11.0,N
2019-10-04 15:29:31,11.0,N
2019-10-04 18:29:30,11.0,N
2019-10-04 21:29:28,11.0,N
2019-10-05 00:29:28,11.0,N
2019-10-05 03:29:29,11.0,N
2019-10-05 06:29:29,11.0,N
2019-10-05 09:29:28,11.0,N
2019-10-05 12:29:29,11.0,N
2019-10-05 15:29:28,11.0,N
2019-10-05 18:29:31,11.0,N
2019-10-06 00:29:29,11.0,N
2019-10-06 04:29:29,11.0,N
2019-10-06 07:29:28,11.0,N
2019-10-06 10:29:29,11.0,N
2019-10-06 13:29:28,11.0,N
2019-10-06 16:29:29,11.0,N
2019-10-06 19:29:29,11.0,N
2019-10-06 22:29:29,11.0,N
2019-10-07 01:29:27,11.0,N
2019-10-07 04:29:29,11.0,N
2019-10-07 07:29:26,11.0,N
2019-10-07 10:29:28,11.0,N
2019-10-07 13:29:29,11.0,N
2019-10-07 16:29:28,11.0,N
2019-10-07 19:29:26,11.0,N
2019-10-07 22:29:26,11.0,N
2019-10-08 01:29:28,11.0,N
2019-10-08 04:29:29,11.0,N
2019-10-08 07:29:29,11.0,N
2019-10-08 10:29:26,11.0,N
2019-10-08 13:29:26,11.0,N
2019-10-08 16:29:27,11.0,N
2019-10-08 18:24:15,1101.0,Y
2019-10-08 19:29:27,11.0,N
2019-10-08 22:29:26,11.0,N
2019-10-09 01:29:26,11.0,N
2019-10-09 04:29:26,11.0,N
2019-10-09 04:29:27,1035.0,Y
2019-10-09 07:29:25,11.0,N
2019-10-09 10:29:26,11.0,N
2019-10-09 13:29:26,11.0,N
2019-10-09 16:29:27,11.0,N
2019-10-09 19:29:25,11.0,N
2019-10-09 19:29:27,17.0,Y
2019-10-09 22:29:25,11.0,N
2019-10-10 01:29:25,11.0,N
2019-10-10 04:29:26,11.0,N
2019-10-10 07:29:26,11.0,N
2019-10-10 07:29:29,1035.0,Y
2019-10-10 10:29:26,11.0,N
2019-10-10 13:29:29,11.0,N
2019-10-10 16:29:27,11.0,N
2019-10-10 19:29:26,11.0,N
2019-10-10 19:29:28,523.0,Y
2019-10-10 22:29:26,11.0,N
2019-10-11 01:29:27,11.0,N
2019-10-11 04:29:26,11.0,N
2019-10-11 04:29:28,523.0,Y
2019-10-11 07:29:25,11.0,N
2019-10-11 10:29:25,11.0,N
2019-10-11 12:35:38,12.0,N
2019-10-11 12:47:52,13.0,N
2019-10-11 12:53:05,14.0,N
2019-10-11 12:55:01,15.0,N
2019-10-11 12:57:40,16.0,N
2019-10-11 13:29:25,16.0,N
2019-10-11 13:29:28,24.0,Y
2019-10-11 16:29:26,16.0,N
2019-10-11 19:29:26,16.0,N
2019-10-11 22:29:26,16.0,N
2019-10-12 01:29:26,16.0,N
2019-10-12 07:29:26,16.0,N
2019-10-12 08:08:24,17.0,N
2019-10-12 10:29:24,17.0,N
2019-10-12 12:46:46,18.0,N
2019-10-12 13:29:24,18.0,N
2019-10-12 16:29:24,18.0,N
2019-10-12 18:09:40,19.0,N
2019-10-12 18:24:40,20.0,N
2019-10-12 19:29:24,20.0,N
2019-10-12 22:29:25,20.0,N
2019-10-13 01:29:24,20.0,N
2019-10-13 04:29:28,20.0,N
2019-10-13 07:29:25,20.0,N
2019-10-13 10:29:25,20.0,N
2019-10-13 13:29:24,20.0,N
2019-10-13 16:29:25,20.0,N
2019-10-13 19:29:26,20.0,N
2019-10-13 22:29:28,20.0,N
2019-10-14 01:29:26,20.0,N
2019-10-14 04:29:25,20.0,N
2019-10-14 07:29:25,20.0,N
2019-10-14 07:29:27,21.0,Y
2019-10-14 13:29:28,20.0,N
2019-10-14 16:29:29,20.0,N
2019-10-14 19:29:33,20.0,N
2019-10-14 22:29:26,20.0,N
2019-10-15 01:29:27,20.0,N
2019-10-15 04:29:26,20.0,N
2019-10-15 07:29:27,20.0,N
2019-10-15 10:29:24,20.0,N
2019-10-15 13:29:25,20.0,N
2019-10-15 13:29:27,28.0,Y
2019-10-15 16:29:26,20.0,N
2019-10-15 19:29:24,20.0,N
2019-10-15 22:29:24,20.0,N
2019-10-16 01:29:27,20.0,N
2019-10-16 04:29:25,20.0,N
2019-10-16 07:29:24,20.0,N
2019-10-16 10:29:33,20.0,N
2019-10-16 13:29:25,20.0,N
2019-10-16 16:29:24,20.0,N
2019-10-16 19:29:25,20.0,N
2019-10-16 22:29:23,4.0,Y
2019-10-16 22:29:24,20.0,N
2019-10-17 01:29:23,20.0,N
2019-10-17 04:29:24,20.0,N
2019-10-17 07:29:27,20.0,N
2019-10-17 09:20:59,20.0,N
2019-10-17 09:45:31,21.0,N
2019-10-17 12:20:58,21.0,N
2019-10-17 15:20:57,21.0,N
2019-10-17 17:41:45,22.0,N
2019-10-17 18:20:56,22.0,N
2019-10-17 21:20:57,22.0,N
2019-10-18 00:20:57,22.0,N
2019-10-18 03:20:56,22.0,N
2019-10-18 06:20:56,22.0,N
2019-10-18 06:21:00,1046.0,Y
2019-10-18 09:20:56,22.0,N
2019-10-18 12:20:56,22.0,N
2019-10-18 15:20:58,22.0,N
2019-10-18 18:20:56,22.0,N
2019-10-18 21:20:56,22.0,N
2019-10-19 00:20:55,22.0,N
2019-10-19 03:20:57,22.0,N
2019-10-19 06:20:56,22.0,N
2019-10-19 09:20:56,22.0,N
2019-10-19 12:20:56,22.0,N
2019-10-19 15:20:56,22.0,N
2019-10-19 18:20:56,22.0,N
2019-10-19 21:20:56,22.0,N
2019-10-19 21:21:02,130.0,Y
2019-10-20 00:20:56,22.0,N
2019-10-20 02:18:49,1693.0,Y
2019-10-20 03:20:55,22.0,N
2019-10-20 06:20:55,22.0,N
2019-10-20 09:20:57,22.0,N
2019-10-20 12:20:55,22.0,N
2019-10-20 15:20:57,22.0,N
2019-10-20 18:20:56,22.0,N
2019-10-20 21:20:55,22.0,N
2019-10-21 00:20:55,22.0,N
2019-10-21 03:20:55,22.0,N
2019-10-21 06:20:55,22.0,N
2019-10-21 09:20:58,22.0,N
2019-10-21 12:20:55,22.0,N
2019-10-21 15:20:56,22.0,N
2019-10-21 18:20:55,22.0,N
2019-10-21 21:20:56,22.0,N
2019-10-22 00:20:56,22.0,N
2019-10-22 03:20:55,22.0,N
2019-10-22 06:20:58,22.0,N
2019-10-22 09:20:56,22.0,N
2019-10-22 12:20:55,22.0,N
2019-10-22 15:20:55,22.0,N
2019-10-22 18:20:55,22.0,N
2019-10-22 21:20:55,22.0,N
2019-10-23 00:20:54,22.0,N
2019-10-23 03:20:54,22.0,N
2019-10-23 06:20:54,22.0,N
2019-10-23 09:20:55,22.0,N
2019-10-23 12:20:55,22.0,N
2019-10-23 15:20:54,22.0,N
2019-10-23 18:20:54,22.0,N
2019-10-23 18:22:01,22.0,N
2019-10-23 21:20:54,22.0,N
2019-10-24 00:20:54,22.0,N
2019-10-24 03:20:54,22.0,N
2019-10-24 06:20:54,22.0,N
2019-10-24 09:20:54,22.0,N
2019-10-24 11:31:14,156.0,Y
2019-10-24 12:20:54,22.0,N
2019-10-24 15:20:55,22.0,N
2019-10-24 18:20:53,22.0,N
2019-10-24 21:20:53,22.0,N
2019-10-25 00:20:54,22.0,N
2019-10-25 03:20:53,22.0,N
2019-10-25 06:20:53,22.0,N
2019-10-25 09:20:54,22.0,N
2019-10-25 12:20:55,22.0,N
2019-10-25 15:20:54,22.0,N
2019-10-25 18:20:53,22.0,N
2019-10-25 21:20:55,22.0,N
2019-10-26 00:20:53,22.0,N
2019-10-26 03:20:53,22.0,N
2019-10-26 06:20:53,22.0,N
2019-10-26 09:20:54,22.0,N
2019-10-26 12:20:53,22.0,N
2019-10-26 15:20:53,22.0,N
2019-10-26 18:20:53,22.0,N
2019-10-26 21:20:52,22.0,N
2019-10-27 00:20:53,22.0,N
2019-10-27 03:20:53,22.0,N
2019-10-27 06:20:53,22.0,N
2019-10-27 09:20:52,22.0,N
2019-10-27 12:20:52,22.0,N
2019-10-27 15:20:52,22.0,N
2019-10-27 18:20:52,22.0,N
2019-10-27 21:20:52,22.0,N
2019-10-28 00:20:52,22.0,N
2019-10-28 03:20:53,22.0,N
2019-10-28 06:20:53,22.0,N
2019-10-28 09:20:53,22.0,N
2019-10-28 12:20:54,22.0,N
2019-10-28 15:20:53,22.0,N
2019-10-28 18:20:54,22.0,N
2019-10-28 21:20:53,22.0,N
2019-10-29 00:20:51,22.0,N
2019-10-29 03:20:52,22.0,N
2019-10-29 03:20:53,86.0,Y
2019-10-29 06:20:53,22.0,N
2019-10-29 09:20:53,22.0,N
2019-10-29 12:20:52,22.0,N
2019-10-29 15:20:54,22.0,N
2019-10-29 18:20:51,22.0,N
2019-10-29 21:20:51,22.0,N
2019-10-30 00:20:51,22.0,N
2019-10-30 03:20:51,22.0,N
2019-10-30 06:20:51,22.0,N
2019-10-30 09:20:52,22.0,N
2019-10-30 12:20:53,22.0,N
2019-10-30 15:20:53,22.0,N
2019-10-30 18:20:51,22.0,N
2019-10-30 21:20:51,22.0,N
2019-10-31 00:20:51,22.0,N
2019-10-31 03:20:52,22.0,N
2019-10-31 06:20:51,22.0,N
2019-10-31 09:20:52,22.0,N
2019-10-31 12:20:51,22.0,N
2019-10-31 15:20:51,22.0,N
2019-10-31 18:20:52,22.0,N
2019-10-31 21:20:51,22.0,N
2019-11-01 00:20:51,22.0,N
2019-11-01 03:20:51,22.0,N
2019-11-01 06:20:51,22.0,N
2019-11-01 08:03:20,23.0,N
2019-11-01 09:20:51,23.0,N
2019-11-01 12:20:51,23.0,N
2019-11-01 15:20:51,23.0,N
2019-11-01 18:20:51,23.0,N
2019-11-01 21:20:51,23.0,N
2019-11-02 00:20:51,23.0,N
2019-11-02 03:20:51,23.0,N
2019-11-02 06:20:51,23.0,N
2019-11-02 09:20:52,23.0,N
2019-11-02 12:20:51,23.0,N
2019-11-02 15:20:51,23.0,N
2019-11-02 18:20:51,23.0,N
2019-11-02 21:20:51,23.0,N
2019-11-03 00:20:51,23.0,N
2019-11-03 03:20:51,23.0,N
2019-11-03 06:20:51,23.0,N
2019-11-03 09:20:51,23.0,N
2019-11-03 12:20:51,23.0,N
2019-11-03 15:20:50,23.0,N
2019-11-03 18:20:51,23.0,N
2019-11-03 21:20:50,23.0,N
2019-11-04 00:20:50,23.0,N
2019-11-04 03:20:50,23.0,N
2019-11-04 06:20:50,23.0,N
2019-11-04 09:20:50,23.0,N
2019-11-04 09:20:58,31.0,Y
2019-11-04 12:20:50,23.0,N
2019-11-04 15:20:50,23.0,N
2019-11-04 18:20:50,23.0,N
2019-11-04 21:20:50,23.0,N
2019-11-05 00:20:50,23.0,N
2019-11-05 03:20:50,23.0,N
2019-11-05 06:20:49,23.0,N
2019-11-05 09:20:49,23.0,N
2019-11-05 12:20:51,23.0,N
2019-11-05 15:20:56,23.0,N
2019-11-05 18:20:49,23.0,N
2019-11-05 21:20:50,23.0,N
2019-11-06 00:20:49,23.0,N
2019-11-06 03:20:50,23.0,N
2019-11-06 06:20:49,23.0,N
2019-11-06 09:20:50,23.0,N
2019-11-06 12:20:49,23.0,N
2019-11-06 15:20:49,23.0,N
2019-11-06 18:20:49,23.0,N
2019-11-06 21:20:50,23.0,N
2019-11-07 00:20:49,23.0,N
2019-11-07 03:20:49,23.0,N
2019-11-07 06:20:49,23.0,N
2019-11-07 09:20:51,55.0,Y
2019-11-07 09:20:58,23.0,N
2019-11-07 12:20:49,23.0,N
2019-11-07 15:20:52,23.0,N
2019-11-07 18:20:51,23.0,N
2019-11-07 21:20:50,23.0,N
2019-11-08 00:20:49,23.0,N
2019-11-08 03:20:50,23.0,N
2019-11-08 06:20:52,23.0,N
2019-11-08 09:20:49,23.0,N
2019-11-08 12:20:49,23.0,N
2019-11-08 15:20:49,23.0,N
2019-11-08 18:20:48,23.0,N
2019-11-08 21:20:50,23.0,N
2019-11-09 00:20:48,23.0,N
2019-11-09 03:20:48,23.0,N
2019-11-09 06:20:48,23.0,N
2019-11-09 09:20:47,23.0,N
2019-11-09 12:20:48,23.0,N
2019-11-09 15:20:48,23.0,N
2019-11-09 18:20:48,23.0,N
2019-11-09 21:20:48,23.0,N
2019-11-10 00:20:48,23.0,N
2019-11-10 03:20:49,23.0,N
2019-11-10 06:20:47,23.0,N
2019-11-10 09:20:48,23.0,N
2019-11-10 12:20:48,23.0,N
2019-11-10 15:20:48,23.0,N
2019-11-10 18:20:48,23.0,N
2019-11-10 21:20:48,23.0,N
2019-11-11 00:20:48,23.0,N
2019-11-11 03:20:48,23.0,N
2019-11-11 06:20:48,23.0,N
2019-11-11 09:20:48,23.0,N
2019-11-11 12:20:48,23.0,N
2019-11-11 15:20:48,23.0,N
2019-11-11 18:20:49,23.0,N
2019-11-11 21:20:49,23.0,N
2019-11-12 00:20:47,23.0,N
2019-11-12 03:20:50,23.0,N
2019-11-12 06:20:48,23.0,N
2019-11-12 09:20:48,23.0,N
2019-11-12 12:20:48,23.0,N
2019-11-12 15:20:48,23.0,N
2019-11-12 18:26:36,23.0,N
2019-11-12 21:20:47,23.0,N
2019-11-13 00:20:47,23.0,N
2019-11-13 03:20:49,23.0,N
2019-11-13 06:20:46,23.0,N
2019-11-13 09:20:47,23.0,N
2019-11-13 12:20:46,23.0,N
2019-11-13 12:20:50,1047.0,Y
2019-11-13 12:20:51,1111.0,Y
2019-11-13 15:20:46,23.0,N
2019-11-13 18:20:48,23.0,N
2019-11-13 21:20:46,23.0,N
2019-11-14 00:20:47,23.0,N
2019-11-14 03:20:47,23.0,N
2019-11-14 06:20:47,23.0,N
2019-11-14 06:20:51,31.0,Y
2019-11-14 09:20:46,23.0,N
2019-11-14 12:20:46,23.0,N
2019-11-14 15:20:46,23.0,N
2019-11-14 18:20:48,23.0,N
2019-11-14 21:20:46,23.0,N
2019-11-15 00:20:46,23.0,N
2019-11-15 06:20:47,23.0,N
2019-11-15 09:20:46,23.0,N
2019-11-15 12:20:45,23.0,N
2019-11-15 15:20:47,23.0,N
2019-11-15 18:20:45,1303.0,Y
2019-11-15 18:20:46,23.0,N
2019-11-15 21:20:45,23.0,N
2019-11-16 00:20:46,23.0,N
2019-11-16 03:20:49,23.0,N
2019-11-16 06:21:13,23.0,N
2019-11-16 09:20:44,23.0,N
2019-11-16 12:20:45,23.0,N
2019-11-16 15:20:46,23.0,N
2019-11-16 18:20:45,23.0,N
2019-11-16 21:20:45,23.0,N
2019-11-17 00:20:45,23.0,N
2019-11-17 03:20:45,23.0,N
2019-11-17 06:20:45,23.0,N
2019-11-17 09:20:45,23.0,N
2019-11-17 12:20:46,23.0,N
2019-11-17 14:56:52,24.0,N
2019-11-17 15:20:46,24.0,N
2019-11-17 18:20:45,24.0,N
2019-11-17 21:20:45,24.0,N
2019-11-18 00:20:45,24.0,N
2019-11-18 03:20:46,24.0,N
2019-11-18 06:20:44,24.0,N
2019-11-18 09:20:45,24.0,N
2019-11-18 12:20:45,24.0,N
2019-11-18 15:20:45,24.0,N
2019-11-18 18:20:45,24.0,N
2019-11-18 21:20:44,24.0,N
