OBS_TIME_LOC,PRCP,VOID_FLAG
2021-02-18 00:22:20,746.0,N
2021-02-18 00:57:17,746.0,N
2021-02-18 01:26:40,746.5,N
2021-02-18 03:35:54,747.0,N
2021-02-18 03:57:17,747.0,N
2021-02-18 06:57:17,747.0,N
2021-02-18 09:57:17,747.0,N
2021-02-18 10:32:53,747.5,N
2021-02-18 12:57:17,747.5,N
2021-02-18 15:57:17,747.5,N
2021-02-18 20:04:46,748.5,N
2021-02-18 21:57:17,748.5,N
2021-02-18 23:07:25,749.0,N
2021-02-18 23:09:30,749.5,N
2021-02-18 23:10:53,750.0,N
2021-02-18 23:12:43,750.5,N
2021-02-18 23:14:20,751.0,N
2021-02-18 23:14:51,751.5,N
2021-02-18 23:15:41,752.5,N
2021-02-18 23:16:10,753.0,N
2021-02-18 23:16:39,753.5,N
2021-02-18 23:17:02,754.0,N
2021-02-18 23:17:29,754.5,N
2021-02-18 23:17:51,755.0,N
2021-02-18 23:18:14,755.5,N
2021-02-18 23:18:45,756.0,N
2021-02-18 23:19:53,756.5,N
2021-02-18 23:21:25,757.0,N
2021-02-19 00:57:17,757.5,N
2021-02-19 02:38:55,758.0,N
2021-02-19 02:55:44,758.5,N
2021-02-19 03:57:18,758.5,N
2021-02-19 06:22:50,759.0,N
2021-02-19 06:34:14,759.5,N
2021-02-19 06:38:20,760.0,N
2021-02-19 06:40:05,760.5,N
2021-02-19 06:57:18,760.5,N
2021-02-19 07:10:19,761.0,N
2021-02-19 07:17:09,761.5,N
2021-02-19 07:18:57,762.0,N
2021-02-19 07:23:26,762.5,N
2021-02-19 07:28:04,763.5,N
2021-02-19 07:30:24,764.0,N
2021-02-19 07:33:50,764.5,N
2021-02-19 09:04:16,765.5,N
2021-02-19 09:27:47,766.0,N
2021-02-19 09:34:53,766.5,N
2021-02-19 09:39:02,767.0,N
2021-02-19 09:44:19,767.5,N
2021-02-19 09:52:02,768.0,N
2021-02-19 09:57:17,768.0,N
